FileOrder,ModelName,ModelPath,PatternType,SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfConstantSpecies,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM
126,127_BIOMD0000000112.xml.ssa,./models/sbml/test/all/127_BIOMD0000000112.xml.ssa.sbml,WithProbWEAK_UNTIL,507,234,58311,58311,58311,58311,58311,58311,58311,58311,58311,58311,58311,58311,11318,23791,64635,409497,382905,389,176,32593,32593,32593,32593,32593,32593,32593,32593,32593,32593,32593,32593,2889,15796,43218,143636,131116,12985,12985,2974,28405,28405,28405,28405
127,128_MODEL4780441670.xml.ssa,./models/sbml/test/all/128_MODEL4780441670.xml.ssa.sbml,WithProbWEAK_UNTIL,368,178,25491,25491,25491,25491,25491,25491,25491,25491,25491,25491,25491,25491,2594,60431,37479,426890,396437,325,190,32348,32348,32348,32348,32348,32348,32348,32348,32348,32348,32348,32348,2507,11683,29485,93929,85530,12224,12224,2772,14551,14551,14551,14551
128,129_BIOMD0000000126.xml.ssa,./models/sbml/test/all/129_BIOMD0000000126.xml.ssa.sbml,WithProbWEAK_UNTIL,430,237,47316,47316,47316,47316,47316,47316,47316,47316,47316,47316,47316,47316,4090,15292,54269,514887,481611,252,201,38489,38489,38489,38489,38489,38489,38489,38489,38489,38489,38489,38489,7794,26500,66766,389619,362081,13998,13998,4263,44719,44719,44719,44719
129,126_BIOMD0000000322.xml.ssa,./models/sbml/test/all/126_BIOMD0000000322.xml.ssa.sbml,WithProbWEAK_UNTIL,545,218,62304,62304,62304,62304,62304,62304,62304,62304,62304,62304,62304,62304,5852,23573,91265,840222,787129,360,4607,37392,37392,37392,37392,37392,37392,37392,37392,37392,37392,37392,37392,3953,29421,56527,195152,178757,12064,12064,3046,34468,34468,34468,34468
130,131_BIOMD0000000203.xml.ssa,./models/sbml/test/all/131_BIOMD0000000203.xml.ssa.sbml,WithProbWEAK_UNTIL,414,198,44615,44615,44615,44615,44615,44615,44615,44615,44615,44615,44615,44615,2734,14092,49217,1018371,933367,302,180,143828,143828,143828,143828,143828,143828,143828,143828,143828,143828,143828,143828,4591,17751,52255,376160,345239,21207,21207,3913,36916,36916,36916,36916
131,132_BIOMD0000000204.xml.ssa,./models/sbml/test/all/132_BIOMD0000000204.xml.ssa.sbml,WithProbWEAK_UNTIL,372,192,23790,23790,23790,23790,23790,23790,23790,23790,23790,23790,23790,23790,5734,13189,62103,1017357,950154,308,196,30503,30503,30503,30503,30503,30503,30503,30503,30503,30503,30503,30503,3274,18886,61232,397453,365061,14582,14582,7234,48243,48243,48243,48243
132,135_BIOMD0000000192.xml.ssa,./models/sbml/test/all/135_BIOMD0000000192.xml.ssa.sbml,WithProbWEAK_UNTIL,283,7561,20242,20242,20242,20242,20242,20242,20242,20242,20242,20242,20242,20242,12431,12816,40813,463135,437117,220,88,14556,14556,14556,14556,14556,14556,14556,14556,14556,14556,14556,14556,2345,10019,22842,429443,402096,7199,7199,2400,16706,16706,16706,16706
133,130_BIOMD0000000300.xml.ssa,./models/sbml/test/all/130_BIOMD0000000300.xml.ssa.sbml,WithProbWEAK_UNTIL,268,95,12267,12267,12267,12267,12267,12267,12267,12267,12267,12267,12267,12267,2843,6307,26367,151727,138934,206,92,14417,14417,14417,14417,14417,14417,14417,14417,14417,14417,14417,14417,1909,12289,25934,65410,57884,5036,5036,1773,14978,14978,14978,14978
134,144_BIOMD0000000251.xml.ssa,./models/sbml/test/all/144_BIOMD0000000251.xml.ssa.sbml,WithProbWEAK_UNTIL,360,151,28475,28475,28475,28475,28475,28475,28475,28475,28475,28475,28475,28475,5177,7912,75599,79615,68352,260,90,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,2755,5171,22335,14364,13377,15924,15924,3751,30444,30444,30444,30444
135,134_BIOMD0000000168.xml.ssa,./models/sbml/test/all/134_BIOMD0000000168.xml.ssa.sbml,WithProbWEAK_UNTIL,337,159,44974,44974,44974,44974,44974,44974,44974,44974,44974,44974,44974,44974,4532,16032,62075,212200,196039,275,101,23572,23572,23572,23572,23572,23572,23572,23572,23572,23572,23572,23572,2155,9341,24959,53486,46009,13293,13293,2695,16583,16583,16583,16583
136,133_BIOMD0000000325.xml.ssa,./models/sbml/test/all/133_BIOMD0000000325.xml.ssa.sbml,WithProbWEAK_UNTIL,350,189,38815,38815,38815,38815,38815,38815,38815,38815,38815,38815,38815,38815,5837,11165,37806,920942,843746,418,133,26523,26523,26523,26523,26523,26523,26523,26523,26523,26523,26523,26523,3568,23577,46287,489399,452119,8956,8956,3045,25539,25539,25539,25539
137,137_BIOMD0000000186.xml.ssa,./models/sbml/test/all/137_BIOMD0000000186.xml.ssa.sbml,WithProbWEAK_UNTIL,264,140,63580,63580,63580,63580,63580,63580,63580,63580,63580,63580,63580,63580,6138,16385,60437,181409,168288,163,95,16367,16367,16367,16367,16367,16367,16367,16367,16367,16367,16367,16367,2243,21034,28272,123529,114209,7498,7498,2782,18655,18655,18655,18655
138,140_BIOMD0000000026.xml.ssa,./models/sbml/test/all/140_BIOMD0000000026.xml.ssa.sbml,WithProbWEAK_UNTIL,197,143,19353,19353,19353,19353,19353,19353,19353,19353,19353,19353,19353,19353,5125,13481,42338,175189,162120,210,98,15670,15670,15670,15670,15670,15670,15670,15670,15670,15670,15670,15670,1880,15849,27124,126746,117576,13114,13114,2805,20406,20406,20406,20406
139,136_BIOMD0000000116.xml.ssa,./models/sbml/test/all/136_BIOMD0000000116.xml.ssa.sbml,WithProbWEAK_UNTIL,335,211,21069,21069,21069,21069,21069,21069,21069,21069,21069,21069,21069,21069,4801,8073,35073,699086,660918,285,105,23009,23009,23009,23009,23009,23009,23009,23009,23009,23009,23009,23009,1968,11489,26143,715056,679001,13904,13904,3611,31832,31832,31832,31832
140,142_BIOMD0000000187.xml.ssa,./models/sbml/test/all/142_BIOMD0000000187.xml.ssa.sbml,WithProbWEAK_UNTIL,518,152,26707,26707,26707,26707,26707,26707,26707,26707,26707,26707,26707,26707,4275,15283,55383,186596,173975,211,125,23937,23937,23937,23937,23937,23937,23937,23937,23937,23937,23937,23937,2286,28973,27963,154853,145465,12680,12680,2371,18222,18222,18222,18222
141,141_BIOMD0000000354.xml.ssa,./models/sbml/test/all/141_BIOMD0000000354.xml.ssa.sbml,WithProbWEAK_UNTIL,347,145,22474,22474,22474,22474,22474,22474,22474,22474,22474,22474,22474,22474,3905,10249,30212,221927,208098,298,133,24526,24526,24526,24526,24526,24526,24526,24526,24526,24526,24526,24526,2291,16712,27898,65532,56742,12292,12292,1915,16865,16865,16865,16865
142,146_BIOMD0000000222.xml.ssa,./models/sbml/test/all/146_BIOMD0000000222.xml.ssa.sbml,WithProbWEAK_UNTIL,361,143,25432,25432,25432,25432,25432,25432,25432,25432,25432,25432,25432,25432,3158,12430,35446,273763,257512,285,105,26280,26280,26280,26280,26280,26280,26280,26280,26280,26280,26280,26280,2382,13725,25577,163980,154857,10279,10279,3678,49051,49051,49051,49051
143,145_BIOMD0000000221.xml.ssa,./models/sbml/test/all/145_BIOMD0000000221.xml.ssa.sbml,WithProbWEAK_UNTIL,441,467,49403,49403,49403,49403,49403,49403,49403,49403,49403,49403,49403,49403,10436,18212,71456,295770,278503,309,127,24991,24991,24991,24991,24991,24991,24991,24991,24991,24991,24991,24991,2676,13980,27514,125624,117214,11721,11721,3237,19540,19540,19540,19540
144,138_BIOMD0000000213.xml.ssa,./models/sbml/test/all/138_BIOMD0000000213.xml.ssa.sbml,WithProbWEAK_UNTIL,325,180,19739,19739,19739,19739,19739,19739,19739,19739,19739,19739,19739,19739,6222,10907,33467,116769,104488,281,139,24279,24279,24279,24279,24279,24279,24279,24279,24279,24279,24279,24279,2885,26358,67417,191637,181141,8392,8392,2698,20236,20236,20236,20236
145,139_BIOMD0000000120.xml.ssa,./models/sbml/test/all/139_BIOMD0000000120.xml.ssa.sbml,WithProbWEAK_UNTIL,451,218,19550,19550,19550,19550,19550,19550,19550,19550,19550,19550,19550,19550,3717,8983,58758,413429,387940,233,134,17505,17505,17505,17505,17505,17505,17505,17505,17505,17505,17505,17505,2415,25371,62305,123440,114374,6192,6192,2956,33953,33953,33953,33953
146,143_BIOMD0000000058.xml.ssa,./models/sbml/test/all/143_BIOMD0000000058.xml.ssa.sbml,WithProbWEAK_UNTIL,302,150,18844,18844,18844,18844,18844,18844,18844,18844,18844,18844,18844,18844,4421,8650,40254,402770,373429,281,127,27859,27859,27859,27859,27859,27859,27859,27859,27859,27859,27859,27859,2506,12659,27852,281244,262676,11762,11762,2913,18503,18503,18503,18503
147,148_BIOMD0000000327.xml.ssa,./models/sbml/test/all/148_BIOMD0000000327.xml.ssa.sbml,WithProbWEAK_UNTIL,471,232,20487,20487,20487,20487,20487,20487,20487,20487,20487,20487,20487,20487,4185,12945,53885,487988,454496,417,171,28840,28840,28840,28840,28840,28840,28840,28840,28840,28840,28840,28840,2949,17436,35192,455828,426438,14791,14791,3875,44647,44647,44647,44647
148,149_BIOMD0000000052.xml.ssa,./models/sbml/test/all/149_BIOMD0000000052.xml.ssa.sbml,WithProbWEAK_UNTIL,297,157,73178,73178,73178,73178,73178,73178,73178,73178,73178,73178,73178,73178,4458,13053,52346,366618,345388,291,136,18768,18768,18768,18768,18768,18768,18768,18768,18768,18768,18768,18768,2479,23294,25266,305435,282216,11977,11977,2513,19425,19425,19425,19425
149,147_BIOMD0000000206.xml.ssa,./models/sbml/test/all/147_BIOMD0000000206.xml.ssa.sbml,WithProbWEAK_UNTIL,317,179,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854,20854,4753,11916,39133,799992,604935,312,166,29172,29172,29172,29172,29172,29172,29172,29172,29172,29172,29172,29172,5519,26182,47886,336816,316956,14032,14032,2817,19374,19374,19374,19374
150,164_BIOMD0000000038.xml.ssa,./models/sbml/test/all/164_BIOMD0000000038.xml.ssa.sbml,WithProbWEAK_UNTIL,318,233,29788,29788,29788,29788,29788,29788,29788,29788,29788,29788,29788,29788,9900,13227,40026,720833,676418,280,144,15871,15871,15871,15871,15871,15871,15871,15871,15871,15871,15871,15871,2518,15956,28958,108748,100302,13167,13167,2786,18835,18835,18835,18835
151,151_BIOMD0000000290.xml.ssa,./models/sbml/test/all/151_BIOMD0000000290.xml.ssa.sbml,WithProbWEAK_UNTIL,375,134,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,10756,8270,35932,280228,255095,356,124,17549,17549,17549,17549,17549,17549,17549,17549,17549,17549,17549,17549,3264,32588,55650,93191,78774,12499,12499,3035,35057,35057,35057,35057
152,150_BIOMD0000000289.xml.ssa,./models/sbml/test/all/150_BIOMD0000000289.xml.ssa.sbml,WithProbWEAK_UNTIL,793,311,97126,97126,97126,97126,97126,97126,97126,97126,97126,97126,97126,97126,17743,29794,226322,282870,260419,476,242,55477,55477,55477,55477,55477,55477,55477,55477,55477,55477,55477,55477,8896,33522,66361,166541,145872,23841,23841,5845,34927,34927,34927,34927
153,156_BIOMD0000000023.xml.ssa,./models/sbml/test/all/156_BIOMD0000000023.xml.ssa.sbml,WithProbWEAK_UNTIL,292,138,15753,15753,15753,15753,15753,15753,15753,15753,15753,15753,15753,15753,5671,24251,43945,618204,573639,324,156,20180,20180,20180,20180,20180,20180,20180,20180,20180,20180,20180,20180,3934,66199,45028,437645,408194,16036,16036,3670,48741,48741,48741,48741
154,153_BIOMD0000000262.xml.ssa,./models/sbml/test/all/153_BIOMD0000000262.xml.ssa.sbml,WithProbWEAK_UNTIL,399,332,25145,25145,25145,25145,25145,25145,25145,25145,25145,25145,25145,25145,5969,16280,51159,1386050,1258817,331,114,17006,17006,17006,17006,17006,17006,17006,17006,17006,17006,17006,17006,3195,34340,35720,524816,491183,14739,14739,3748,42520,42520,42520,42520
155,154_BIOMD0000000263.xml.ssa,./models/sbml/test/all/154_BIOMD0000000263.xml.ssa.sbml,WithProbWEAK_UNTIL,657,211,34071,34071,34071,34071,34071,34071,34071,34071,34071,34071,34071,34071,6954,19208,62644,1580216,1467842,471,172,39095,39095,39095,39095,39095,39095,39095,39095,39095,39095,39095,39095,10893,32371,81988,725909,686764,35286,35286,10358,58388,58388,58388,58388
156,161_BIOMD0000000199.xml.ssa,./models/sbml/test/all/161_BIOMD0000000199.xml.ssa.sbml,WithProbWEAK_UNTIL,276,156,21046,21046,21046,21046,21046,21046,21046,21046,21046,21046,21046,21046,4974,22304,51946,701657,673198,331,185,18385,18385,18385,18385,18385,18385,18385,18385,18385,18385,18385,18385,3258,46874,49520,217105,201229,16038,16038,3920,49995,49995,49995,49995
157,152_BIOMD0000000145.xml.ssa,./models/sbml/test/all/152_BIOMD0000000145.xml.ssa.sbml,WithProbWEAK_UNTIL,311,167,21246,21246,21246,21246,21246,21246,21246,21246,21246,21246,21246,21246,12819,12202,46128,273667,250079,242,194,22563,22563,22563,22563,22563,22563,22563,22563,22563,22563,22563,22563,3119,18409,34188,130482,117181,13731,13731,4173,37272,37272,37272,37272
158,158_MODEL4821294342.xml.ssa,./models/sbml/test/all/158_MODEL4821294342.xml.ssa.sbml,WithProbWEAK_UNTIL,322,143,29337,29337,29337,29337,29337,29337,29337,29337,29337,29337,29337,29337,5270,18601,49513,1223283,1118323,361,209,28972,28972,28972,28972,28972,28972,28972,28972,28972,28972,28972,28972,6209,21608,54274,723274,578058,17146,17146,4996,43283,43283,43283,43283
159,157_BIOMD0000000257.xml.ssa,./models/sbml/test/all/157_BIOMD0000000257.xml.ssa.sbml,WithProbWEAK_UNTIL,311,257,38144,38144,38144,38144,38144,38144,38144,38144,38144,38144,38144,38144,6214,18568,59195,996620,938602,281,167,17025,17025,17025,17025,17025,17025,17025,17025,17025,17025,17025,17025,3764,31406,35195,247107,227774,16553,16553,4383,45634,45634,45634,45634
160,163_MODEL5952308332.xml.ssa,./models/sbml/test/all/163_MODEL5952308332.xml.ssa.sbml,WithProbWEAK_UNTIL,285,157,22670,22670,22670,22670,22670,22670,22670,22670,22670,22670,22670,22670,5042,21926,50128,93644,77545,256,118,15536,15536,15536,15536,15536,15536,15536,15536,15536,15536,15536,15536,3634,31977,50212,7198,6536,13527,13527,3454,46549,46549,46549,46549
161,155_MODEL6185511733.xml.ssa,./models/sbml/test/all/155_MODEL6185511733.xml.ssa.sbml,WithProbWEAK_UNTIL,329,190,18257,18257,18257,18257,18257,18257,18257,18257,18257,18257,18257,18257,12958,23046,44773,207657,189642,211,129,17276,17276,17276,17276,17276,17276,17276,17276,17276,17276,17276,17276,26074,67410,69531,286379,259956,10135,10135,2953,51171,51171,51171,51171
162,160_BIOMD0000000352.xml.ssa,./models/sbml/test/all/160_BIOMD0000000352.xml.ssa.sbml,WithProbWEAK_UNTIL,302,174,33061,33061,33061,33061,33061,33061,33061,33061,33061,33061,33061,33061,2250,16376,45514,1122134,1016648,321,150,22125,22125,22125,22125,22125,22125,22125,22125,22125,22125,22125,22125,1581,34079,43553,345440,323038,13997,13997,3823,38216,38216,38216,38216
163,159_BIOMD0000000351.xml.ssa,./models/sbml/test/all/159_BIOMD0000000351.xml.ssa.sbml,WithProbWEAK_UNTIL,332,183,29919,29919,29919,29919,29919,29919,29919,29919,29919,29919,29919,29919,2374,17407,47330,1165494,1070681,236,135,24138,24138,24138,24138,24138,24138,24138,24138,24138,24138,24138,24138,1562,31206,36183,349197,326288,14442,14442,3998,43925,43925,43925,43925
164,167_BIOMD0000000353.xml.ssa,./models/sbml/test/all/167_BIOMD0000000353.xml.ssa.sbml,WithProbWEAK_UNTIL,331,172,26176,26176,26176,26176,26176,26176,26176,26176,26176,26176,26176,26176,2126,25346,53708,452710,426309,240,153,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,1680,17518,34222,294170,274359,14578,14578,3605,34019,34019,34019,34019
165,165_BIOMD0000000209.xml.ssa,./models/sbml/test/all/165_BIOMD0000000209.xml.ssa.sbml,WithProbWEAK_UNTIL,351,164,21790,21790,21790,21790,21790,21790,21790,21790,21790,21790,21790,21790,2266,13156,53869,1453072,1356785,321,170,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130,1556,15841,43944,83594,70065,16278,16278,4566,39568,39568,39568,39568
166,166_BIOMD0000000210.xml.ssa,./models/sbml/test/all/166_BIOMD0000000210.xml.ssa.sbml,WithProbWEAK_UNTIL,320,189,22048,22048,22048,22048,22048,22048,22048,22048,22048,22048,22048,22048,2055,14019,51171,1393094,1299997,333,183,17862,17862,17862,17862,17862,17862,17862,17862,17862,17862,17862,17862,1098,22671,33859,61543,51845,21258,21258,3735,37680,37680,37680,37680
167,162_BIOMD0000000053.xml.ssa,./models/sbml/test/all/162_BIOMD0000000053.xml.ssa.sbml,WithProbWEAK_UNTIL,303,224,18885,18885,18885,18885,18885,18885,18885,18885,18885,18885,18885,18885,2039,17332,58834,703149,657118,249,160,22782,22782,22782,22782,22782,22782,22782,22782,22782,22782,22782,22782,963,42201,50040,268661,253977,15450,15450,3379,38729,38729,38729,38729
168,170_BIOMD0000000037.xml.ssa,./models/sbml/test/all/170_BIOMD0000000037.xml.ssa.sbml,WithProbWEAK_UNTIL,429,198,41165,41165,41165,41165,41165,41165,41165,41165,41165,41165,41165,41165,2389,12260,42485,200253,184245,368,235,20045,20045,20045,20045,20045,20045,20045,20045,20045,20045,20045,20045,1597,12250,43877,61489,53888,12008,12008,3516,21224,21224,21224,21224
169,168_BIOMD0000000314.xml.ssa,./models/sbml/test/all/168_BIOMD0000000314.xml.ssa.sbml,WithProbWEAK_UNTIL,432,206,22607,22607,22607,22607,22607,22607,22607,22607,22607,22607,22607,22607,3653,16848,50242,780558,713333,304,184,23358,23358,23358,23358,23358,23358,23358,23358,23358,23358,23358,23358,1933,30250,30766,531206,496038,14131,14131,4082,33415,33415,33415,33415
170,176_MODEL1012110001.xml.ssa,./models/sbml/test/all/176_MODEL1012110001.xml.ssa.sbml,WithProbWEAK_UNTIL,330,153,24865,24865,24865,24865,24865,24865,24865,24865,24865,24865,24865,24865,1203,24344,41190,485929,461942,228,117,18303,18303,18303,18303,18303,18303,18303,18303,18303,18303,18303,18303,971,31894,22381,165284,156141,14296,14296,3102,21979,21979,21979,21979
171,169_BIOMD0000000008.xml.ssa,./models/sbml/test/all/169_BIOMD0000000008.xml.ssa.sbml,WithProbWEAK_UNTIL,308,154,20176,20176,20176,20176,20176,20176,20176,20176,20176,20176,20176,20176,1630,11213,34937,489264,456098,284,126,26793,26793,26793,26793,26793,26793,26793,26793,26793,26793,26793,26793,2298,39452,39377,145713,134105,16526,16526,3452,21887,21887,21887,21887
172,172_BIOMD0000000242.xml.ssa,./models/sbml/test/all/172_BIOMD0000000242.xml.ssa.sbml,WithProbWEAK_UNTIL,409,221,32974,32974,32974,32974,32974,32974,32974,32974,32974,32974,32974,32974,3689,15166,74246,263916,240752,475,158,37892,37892,37892,37892,37892,37892,37892,37892,37892,37892,37892,37892,4717,26850,178928,107880,91053,16457,16457,3753,52944,52944,52944,52944
173,173_BIOMD0000000012.xml.ssa,./models/sbml/test/all/173_BIOMD0000000012.xml.ssa.sbml,WithProbWEAK_UNTIL,337,166,26153,26153,26153,26153,26153,26153,26153,26153,26153,26153,26153,26153,6333,19203,108338,279346,257978,226,122,23928,23928,23928,23928,23928,23928,23928,23928,23928,23928,23928,23928,3759,25828,58693,78440,63484,16887,16887,3683,53853,53853,53853,53853
174,175_BIOMD0000000196.xml.ssa,./models/sbml/test/all/175_BIOMD0000000196.xml.ssa.sbml,WithProbWEAK_UNTIL,371,134,18121,18121,18121,18121,18121,18121,18121,18121,18121,18121,18121,18121,4091,11777,65997,576183,529950,447,202,20548,20548,20548,20548,20548,20548,20548,20548,20548,20548,20548,20548,1557,22290,35956,261618,241308,14361,14361,3816,38673,38673,38673,38673
175,171_BIOMD0000000101.xml.ssa,./models/sbml/test/all/171_BIOMD0000000101.xml.ssa.sbml,WithProbWEAK_UNTIL,420,237,20779,20779,20779,20779,20779,20779,20779,20779,20779,20779,20779,20779,2164,21567,47436,956564,889473,306,206,25006,25006,25006,25006,25006,25006,25006,25006,25006,25006,25006,25006,1584,40534,53625,318562,302786,12057,12057,3530,40139,40139,40139,40139
176,174_BIOMD0000000190.xml.ssa,./models/sbml/test/all/174_BIOMD0000000190.xml.ssa.sbml,WithProbWEAK_UNTIL,349,174,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,1740,20109,148327,983505,949481,247,136,22406,22406,22406,22406,22406,22406,22406,22406,22406,22406,22406,22406,1247,23429,27600,406466,386244,13606,13606,3600,45995,45995,45995,45995
177,177_MODEL0995500644.xml.ssa,./models/sbml/test/all/177_MODEL0995500644.xml.ssa.sbml,WithProbWEAK_UNTIL,433,203,24644,24644,24644,24644,24644,24644,24644,24644,24644,24644,24644,24644,8485,22873,62419,1116002,1063536,257,123,19569,19569,19569,19569,19569,19569,19569,19569,19569,19569,19569,19569,15963,31721,32745,1147867,1102513,10614,10614,3959,23535,23535,23535,23535
178,178_BIOMD0000000218.xml.ssa,./models/sbml/test/all/178_BIOMD0000000218.xml.ssa.sbml,WithProbWEAK_UNTIL,317,188,23189,23189,23189,23189,23189,23189,23189,23189,23189,23189,23189,23189,2151,18035,47270,588783,540825,333,110,22938,22938,22938,22938,22938,22938,22938,22938,22938,22938,22938,22938,1303,23657,32432,468998,443645,18619,18619,4374,57094,57094,57094,57094
179,179_BIOMD0000000067.xml.ssa,./models/sbml/test/all/179_BIOMD0000000067.xml.ssa.sbml,WithProbWEAK_UNTIL,407,275,20767,20767,20767,20767,20767,20767,20767,20767,20767,20767,20767,20767,1523,9795,38869,516880,472525,335,118,19570,19570,19570,19570,19570,19570,19570,19570,19570,19570,19570,19570,1914,31104,39336,316265,291643,17533,17533,3856,52159,52159,52159,52159
180,180_BIOMD0000000232.xml.ssa,./models/sbml/test/all/180_BIOMD0000000232.xml.ssa.sbml,WithProbWEAK_UNTIL,419,168,25666,25666,25666,25666,25666,25666,25666,25666,25666,25666,25666,25666,2341,39170,80973,753621,713607,361,210,25992,25992,25992,25992,25992,25992,25992,25992,25992,25992,25992,25992,1192,53924,64464,302224,281120,18283,18283,3828,54898,54898,54898,54898
181,182_BIOMD0000000219.xml.ssa,./models/sbml/test/all/182_BIOMD0000000219.xml.ssa.sbml,WithProbWEAK_UNTIL,421,291,30689,30689,30689,30689,30689,30689,30689,30689,30689,30689,30689,30689,2158,20229,46479,451623,425783,311,122,23498,23498,23498,23498,23498,23498,23498,23498,23498,23498,23498,23498,1966,50060,46439,340438,323638,15191,15191,3685,50238,50238,50238,50238
182,181_BIOMD0000000320.xml.ssa,./models/sbml/test/all/181_BIOMD0000000320.xml.ssa.sbml,WithProbWEAK_UNTIL,691,219,36393,36393,36393,36393,36393,36393,36393,36393,36393,36393,36393,36393,4459,21402,80660,723326,674309,403,157,25688,25688,25688,25688,25688,25688,25688,25688,25688,25688,25688,25688,1980,33971,52901,432261,398664,17541,17541,4049,48941,48941,48941,48941
183,183_BIOMD0000000240.xml.ssa,./models/sbml/test/all/183_BIOMD0000000240.xml.ssa.sbml,WithProbWEAK_UNTIL,403,199,30234,30234,30234,30234,30234,30234,30234,30234,30234,30234,30234,30234,2933,18742,54220,266926,242473,370,183,25173,25173,25173,25173,25173,25173,25173,25173,25173,25173,25173,25173,2298,31020,50632,104641,87159,17637,17637,4065,45838,45838,45838,45838
184,184_BIOMD0000000035.xml.ssa,./models/sbml/test/all/184_BIOMD0000000035.xml.ssa.sbml,WithProbWEAK_UNTIL,364,250,22081,22081,22081,22081,22081,22081,22081,22081,22081,22081,22081,22081,983,17215,32210,157582,143541,296,116,27818,27818,27818,27818,27818,27818,27818,27818,27818,27818,27818,27818,23053,41087,39368,242708,229104,9889,9889,3050,28663,28663,28663,28663
185,185_BIOMD0000000208.xml.ssa,./models/sbml/test/all/185_BIOMD0000000208.xml.ssa.sbml,WithProbWEAK_UNTIL,695,373,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,2304,17215,74538,205596,186509,618,234,36254,36254,36254,36254,36254,36254,36254,36254,36254,36254,36254,36254,4213,39778,96330,198922,166260,11806,11806,3806,38982,38982,38982,38982
186,198_BIOMD0000000288.xml.ssa,./models/sbml/test/all/198_BIOMD0000000288.xml.ssa.sbml,WithProbWEAK_UNTIL,309,186,24486,24486,24486,24486,24486,24486,24486,24486,24486,24486,24486,24486,2098,9846,37188,71866,60765,244,136,15779,15779,15779,15779,15779,15779,15779,15779,15779,15779,15779,15779,1545,6157,16692,6363,5562,12866,12866,3091,19624,19624,19624,19624
187,186_BIOMD0000000001.xml.ssa,./models/sbml/test/all/186_BIOMD0000000001.xml.ssa.sbml,WithProbWEAK_UNTIL,343,174,20290,20290,20290,20290,20290,20290,20290,20290,20290,20290,20290,20290,2203,12062,32066,157831,144131,288,121,22106,22106,22106,22106,22106,22106,22106,22106,22106,22106,22106,22106,1551,22131,24447,219235,210297,8037,8037,3671,25237,25237,25237,25237
188,187_MODEL9080388197.xml.ssa,./models/sbml/test/all/187_MODEL9080388197.xml.ssa.sbml,WithProbWEAK_UNTIL,300,162,18826,18826,18826,18826,18826,18826,18826,18826,18826,18826,18826,18826,721,10963,26130,641199,608970,267,136,17719,17719,17719,17719,17719,17719,17719,17719,17719,17719,17719,17719,460,24860,42821,298827,280539,15074,15074,2674,25522,25522,25522,25522
189,192_BIOMD0000000071.xml.ssa,./models/sbml/test/all/192_BIOMD0000000071.xml.ssa.sbml,WithProbWEAK_UNTIL,276,140,44343,44343,44343,44343,44343,44343,44343,44343,44343,44343,44343,44343,1977,32431,71352,1883148,1770771,524,223,35365,35365,35365,35365,35365,35365,35365,35365,35365,35365,35365,35365,1521,43046,81485,658427,617191,20915,20915,7321,47496,47496,47496,47496
190,194_MODEL4780181279.xml.ssa,./models/sbml/test/all/194_MODEL4780181279.xml.ssa.sbml,WithProbWEAK_UNTIL,347,158,24992,24992,24992,24992,24992,24992,24992,24992,24992,24992,24992,24992,980,13093,35873,1142142,1070109,258,168,21193,21193,21193,21193,21193,21193,21193,21193,21193,21193,21193,21193,922,22114,29905,637991,602826,10274,10274,3034,20332,20332,20332,20332
